timestamp,type,f1,f2,f3,f4a,f4b,f4c,angle,value1,v2a,v2b,v2c,value3,video2_header,video2_entries
2026-04-14T21:45:24,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:25,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:26,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:27,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:28,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:29,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:30,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:31,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:32,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:33,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:34,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:35,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:36,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:37,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:38,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:39,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:40,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:41,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:42,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:43,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:44,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:45,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:46,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:47,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:48,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:49,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:50,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:51,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:52,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:53,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:54,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:55,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:56,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:57,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:58,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:45:59,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:00,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:01,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:02,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:03,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:04,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:05,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:06,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:07,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:08,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:09,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:10,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:11,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:12,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:13,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:14,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:15,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:16,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:17,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:18,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:19,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:20,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:21,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:22,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:23,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:24,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:25,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:26,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:27,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:28,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:29,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:30,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:31,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:32,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:33,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:34,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:35,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:36,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:37,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:38,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:39,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:40,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:41,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:42,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:43,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:44,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:45,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:46,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:47,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:48,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:49,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:50,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:51,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:52,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:53,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:54,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:55,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:56,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:57,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:58,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:46:59,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:00,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:01,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:02,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:03,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:04,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:05,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:06,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:07,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:08,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:09,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:10,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:11,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:12,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:13,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:14,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:15,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:16,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:17,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:18,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:19,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:20,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:21,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:22,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:23,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:24,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:25,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:26,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:27,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:28,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:29,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:30,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:31,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:32,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:33,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:34,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:35,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:36,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:37,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:38,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:39,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:40,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:41,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:42,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:43,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:44,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:45,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:46,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:47,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:48,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:49,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:50,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:51,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:52,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:53,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:54,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:55,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:56,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:57,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:58,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:47:59,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:48:00,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:48:01,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:48:02,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:49:14,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:49:15,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:49:16,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:49:17,track,22777,140,43279,109,150,59,,,,,,,,
2026-04-14T21:49:20,track,17338,19,15143,165,71,33,,,,,,,,
2026-04-14T21:49:21,track2,19772,66,30665,245,177,184,,,,,,,,
2026-04-14T21:49:22,angle,,,,,,,0,,,,,,,
2026-04-14T21:49:22,clutter,,,,,,,,9652,44,129,183,32845,,
2026-04-14T21:49:23,video2,,,,,,,,,,,,,,1597,"11892560;11804235;1066898;8944767;16728016;845704;2644635;10902264;8457478;3906116;8654333;5703063;13230172;15978757;2792557;3886686"
2026-04-14T21:49:24,track,59183,1,61736,127,123,158,,,,,,,,
2026-04-14T21:49:25,track2,47228,169,27465,121,151,19,,,,,,,,
2026-04-14T21:49:26,angle,,,,,,,1,,,,,,,
2026-04-14T21:49:27,clutter,,,,,,,,12519,194,34,206,50323,,
2026-04-14T21:49:28,video2,,,,,,,,,,,,,,6727,"13220041;16573013;10137704;15177809;13386967;3468112;6045264;14848050;7992086;372815"
2026-04-14T21:49:29,track,26898,69,21941,208,136,211,,,,,,,,
2026-04-14T21:49:30,track2,15027,228,34132,211,21,194,,,,,,,,
2026-04-14T21:49:31,angle,,,,,,,2,,,,,,,
2026-04-14T21:49:32,clutter,,,,,,,,32040,149,157,80,8518,,
2026-04-14T21:49:33,video2,,,,,,,,,,,,,,52036,"12225531;7506479;5985076;7864981;5591532;8731042;8870323;12537645;537754;10268264;6535761;16554631;2560478;9871068;6953806;14301191;8536366;12071184;7223912;54338"
2026-04-14T21:49:34,track,18216,68,32572,253,84,28,,,,,,,,
2026-04-14T21:49:35,track2,65097,45,37424,228,54,95,,,,,,,,
2026-04-14T21:49:36,angle,,,,,,,3,,,,,,,
2026-04-14T21:49:37,clutter,,,,,,,,13533,54,243,31,52655,,
2026-04-14T21:49:38,video2,,,,,,,,,,,,,,20367,"3994536;5647148;3715587;3987267;7224465;1685941"
2026-04-14T21:49:39,track,1009,213,21293,202,245,242,,,,,,,,
2026-04-14T21:49:40,track2,15755,9,19925,56,175,189,,,,,,,,
2026-04-14T21:49:41,angle,,,,,,,4,,,,,,,
2026-04-14T21:49:42,clutter,,,,,,,,16875,166,132,30,10739,,
2026-04-14T21:49:43,video2,,,,,,,,,,,,,,37882,"16061122;9660074;12402007;8145093;479988;13081286;11149347;12007853;14144991;11218271"
2026-04-14T21:49:44,track,12663,58,31442,50,109,245,,,,,,,,
2026-04-14T21:49:45,track2,46798,75,45768,69,149,58,,,,,,,,
2026-04-14T21:49:46,angle,,,,,,,5,,,,,,,
2026-04-14T21:49:47,clutter,,,,,,,,375,143,230,177,14996,,
2026-04-14T21:49:48,video2,,,,,,,,,,,,,,57977,"1260603;11188709;14538705;14905148;6445821;8541126;666792;14510054;2233918;3160398;412838;6135343;2959519;3366050;15082641;6881857;5582859"
2026-04-14T21:49:49,track,25276,99,23587,133,33,112,,,,,,,,
2026-04-14T21:49:50,track2,5872,63,24522,62,81,167,,,,,,,,
2026-04-14T21:49:51,angle,,,,,,,6,,,,,,,
2026-04-14T21:49:52,clutter,,,,,,,,62605,125,136,11,32265,,
2026-04-14T21:49:53,video2,,,,,,,,,,,,,,46259,"7430923;16019045;1787910;14631962;7360337;6531144;2244774;12101327;2585809;8919140;4431524"
2026-04-14T21:49:54,track,11692,252,60359,54,194,50,,,,,,,,
2026-04-14T21:49:55,track2,14420,137,6934,245,120,21,,,,,,,,
2026-04-14T21:49:56,angle,,,,,,,7,,,,,,,
2026-04-14T21:49:57,clutter,,,,,,,,5802,111,176,182,5129,,
2026-04-14T21:49:58,video2,,,,,,,,,,,,,,40610,"16718053;1911426;833508;1918013;6087558;13870014;15345292;12683142;4555366;2193965;11503583;10504279;14196646;14903965;8021153;3035934;1293697"
2026-04-14T21:49:59,track,14488,221,64406,8,168,240,,,,,,,,
2026-04-14T21:50:00,track2,18807,73,17013,81,51,123,,,,,,,,
2026-04-14T21:50:01,angle,,,,,,,8,,,,,,,
2026-04-14T21:50:02,clutter,,,,,,,,14971,147,234,56,47672,,
2026-04-14T21:50:03,video2,,,,,,,,,,,,,,18468,"4781471;14911650;15108071;1058196;8887572;8786957;3655039;742146;14777410;6345128;3392042;14286796;773750;2867338;6178781"
2026-04-14T21:50:04,track,3636,141,32501,243,171,108,,,,,,,,
2026-04-14T21:50:05,track2,59001,164,36982,204,243,175,,,,,,,,
2026-04-14T21:50:06,angle,,,,,,,9,,,,,,,
2026-04-14T21:50:07,clutter,,,,,,,,29171,107,17,143,54556,,
2026-04-14T21:50:08,video2,,,,,,,,,,,,,,38218,"2710593;3040694;4441417;15838481;3209037;6029241;101266;167465;10079724;4214594;6334512;186787"
2026-04-14T21:50:09,track,23635,228,15939,149,166,195,,,,,,,,
2026-04-14T21:50:10,track2,62412,112,9892,170,66,131,,,,,,,,
2026-04-14T21:50:11,angle,,,,,,,10,,,,,,,
2026-04-14T21:50:12,clutter,,,,,,,,64221,7,126,131,41630,,
2026-04-14T21:50:13,video2,,,,,,,,,,,,,,62179,"9294804;12026366;4884778;360614;3517454;12120291;6823988;6179356;8048709;16510239;15289509;8416581;11702732;7598354;695170;15679909;3693928;5184462;14344275"
2026-04-14T21:50:14,track,59720,58,37253,189,85,213,,,,,,,,
2026-04-14T21:50:15,track2,40218,30,16641,23,211,54,,,,,,,,
2026-04-14T21:50:16,angle,,,,,,,11,,,,,,,
2026-04-14T21:50:17,clutter,,,,,,,,27277,9,44,90,5070,,
2026-04-14T21:50:18,video2,,,,,,,,,,,,,,42187,"608093;7178868;5262630;3852536;7728670;11765016;7432597;4876104;11700425;14991657;15868627;14684413;16322875;14501586;7015216;511685;4461866;4942567;14271973"
2026-04-14T21:50:19,track,59048,175,2956,64,254,157,,,,,,,,
2026-04-14T21:50:20,track2,46568,101,49764,39,73,151,,,,,,,,
2026-04-14T21:50:21,angle,,,,,,,12,,,,,,,
2026-04-14T21:50:22,clutter,,,,,,,,11292,186,1,136,47893,,
2026-04-14T21:50:23,video2,,,,,,,,,,,,,,61757,"5146876;15750778;15133675;6975900;2909524;9560011;14233687;15771123;4458466;1015317;6830027;15037916;10141679;14661050;3749574"
2026-04-14T21:50:24,track,31652,193,46159,68,137,65,,,,,,,,
2026-04-14T21:50:25,track2,50193,19,50091,245,152,54,,,,,,,,
2026-04-14T21:50:26,angle,,,,,,,13,,,,,,,
2026-04-14T21:50:27,clutter,,,,,,,,10286,12,254,46,37876,,
2026-04-14T21:50:28,video2,,,,,,,,,,,,,,4702,"3559873;11412110;11044327;7879537"
2026-04-14T21:50:29,track,4086,51,36767,107,165,28,,,,,,,,
2026-04-14T21:50:30,track2,25889,129,36201,60,226,32,,,,,,,,
2026-04-14T21:50:31,angle,,,,,,,14,,,,,,,
2026-04-14T21:50:32,clutter,,,,,,,,63418,150,170,158,31137,,
2026-04-14T21:50:33,video2,,,,,,,,,,,,,,47957,"11296985;44234;12772638;983591;7998129;11130805;810361;9257135;2670990;13822297;9915169;7692131;10739469;13149994"
2026-04-14T21:50:34,track,61535,233,54165,138,254,39,,,,,,,,
2026-04-14T21:50:35,track2,48727,219,2926,41,248,53,,,,,,,,
2026-04-14T21:50:36,angle,,,,,,,15,,,,,,,
2026-04-14T21:50:37,clutter,,,,,,,,20852,212,150,195,24582,,
2026-04-14T21:50:38,video2,,,,,,,,,,,,,,59643,"14868004;15167318;3201429;10203631;1241034;2616026;970014;14572206"
2026-04-14T21:50:39,track,48899,87,53462,69,211,101,,,,,,,,
2026-04-14T21:50:40,track2,38430,42,16991,136,205,227,,,,,,,,
2026-04-14T21:50:41,angle,,,,,,,16,,,,,,,
2026-04-14T21:50:42,clutter,,,,,,,,6038,215,240,248,64211,,
2026-04-14T21:50:53,track,17338,19,15143,165,71,33,,,,,,,,
2026-04-14T21:50:54,track,59183,1,61736,127,123,158,,,,,,,,
